Peak Brightness Date/Time (UT),Latitude (deg.),Longitude (deg.),Altitude (km),Velocity (km/s),vx,vy,vz,Total Radiated Energy (J),Calculated Total Impact Energy (kt),peak_brightness,year,month,hour,latitude,longitude
2003-09-02 20:00:46,51.3N,161.0W,,,,,,385000000000.0,1.0,2003-09-02 20:00:46,2003,9,20,51.3,-161.0
2003-08-26 22:08:45,,,,,,,,72000000000.0,0.23,2003-08-26 22:08:45,2003,8,22,0.0,0.0
2003-08-26 08:44:07,,,,,,,,249000000000.0,0.68,2003-08-26 08:44:07,2003,8,8,0.0,0.0
2003-08-17 13:16:07,39.0S,34.0E,,,,,,647000000000.0,1.6,2003-08-17 13:16:07,2003,8,13,-39.0,34.0
2003-08-01 04:09:32,,,,,,,,21000000000.0,0.076,2003-08-01 04:09:32,2003,8,4,0.0,0.0
2003-07-21 05:11:28,,,,,,,,58000000000.0,0.19,2003-07-21 05:11:28,2003,7,5,0.0,0.0
2003-06-22 22:53:28,,,,,,,,21000000000.0,0.076,2003-06-22 22:53:28,2003,6,22,0.0,0.0
2003-06-21 14:49:57,,,,,,,,38000000000.0,0.13,2003-06-21 14:49:57,2003,6,14,0.0,0.0
2003-06-16 17:17:19,,,,,,,,65000000000.0,0.21,2003-06-16 17:17:19,2003,6,17,0.0,0.0
2003-06-10 14:11:07,41.8S,122.9E,,,,,,32000000000.0,0.11,2003-06-10 14:11:07,2003,6,14,-41.8,122.9
2003-05-27 23:32:32,5.2N,166.2E,,,,,,68000000000.0,0.22,2003-05-27 23:32:32,2003,5,23,5.2,166.2
2003-05-19 03:38:12,,,,,,,,521000000000.0,1.3,2003-05-19 03:38:12,2003,5,3,0.0,0.0
2003-05-18 07:51:40,,,,,,,,21000000000.0,0.076,2003-05-18 07:51:40,2003,5,7,0.0,0.0
2003-05-15 06:28:32,54.0N,80.4W,,,,,,43000000000.0,0.14,2003-05-15 06:28:32,2003,5,6,54.0,-80.4
2003-04-28 13:06:46,,,,,,,,23000000000.0,0.08199999999999999,2003-04-28 13:06:46,2003,4,13,0.0,0.0
2003-04-13 17:58:41,14.8N,64.5E,17.0,,,,,175000000000.0,0.5,2003-04-13 17:58:41,2003,4,17,14.8,64.5
2003-04-07 09:25:28,18.4S,162.6E,,,,,,22000000000.0,0.079,2003-04-07 09:25:28,2003,4,9,-18.4,162.6
2003-04-01 04:40:55,,,,,,,,31000000000.0,0.11,2003-04-01 04:40:55,2003,4,4,0.0,0.0
2003-03-27 05:50:26,41.4N,87.7W,45.0,,,,,142000000000.0,0.41,2003-03-27 05:50:26,2003,3,5,41.4,-87.7
2003-02-25 23:13:28,40.0N,116.0E,,,,,,33000000000.0,0.11,2003-02-25 23:13:28,2003,2,23,40.0,116.0
2003-02-12 23:45:57,,,,,,,,79000000000.0,0.25,2003-02-12 23:45:57,2003,2,23,0.0,0.0
2003-02-12 02:37:54,31.5S,107.5E,,,,,,120000000000.0,0.36,2003-02-12 02:37:54,2003,2,2,-31.5,107.5
2003-02-06 17:00:19,62.9S,113.9W,,,,,,197000000000.0,0.55,2003-02-06 17:00:19,2003,2,17,-62.9,-113.9
2003-02-05 06:16:27,,,,,,,,103000000000.0,0.31,2003-02-05 06:16:27,2003,2,6,0.0,0.0
2003-02-04 14:07:08,59.9S,41.0E,,,,,,135000000000.0,0.4,2003-02-04 14:07:08,2003,2,14,-59.9,41.0
2003-01-30 06:02:59,,,,,,,,107000000000.0,0.32,2003-01-30 06:02:59,2003,1,6,0.0,0.0
2002-11-28 15:41:53,,,,,,,,46000000000.0,0.15,2002-11-28 15:41:53,2002,11,15,0.0,0.0
2002-11-21 00:11:17,1.4S,154.0W,,,,,,240000000000.0,0.66,2002-11-21 00:11:17,2002,11,0,-1.4,-154.0
2002-11-12 21:49:56,21.1S,6.8W,,,,,,43000000000.0,0.14,2002-11-12 21:49:56,2002,11,21,-21.1,-6.8
2002-11-10 22:13:54,16.0N,166.0W,,,,,,460000000000.0,1.2,2002-11-10 22:13:54,2002,11,22,16.0,-166.0
2002-10-09 12:00:35,4.3S,175.9W,,,,,,49000000000.0,0.16,2002-10-09 12:00:35,2002,10,12,-4.3,-175.9
2002-10-04 10:08:01,,,,,,,,117000000000.0,0.35,2002-10-04 10:08:01,2002,10,10,0.0,0.0
2002-09-24 16:48:57,57.9N,112.9E,,,,,,860000000000.0,2.0,2002-09-24 16:48:57,2002,9,16,57.9,112.9
2002-08-14 07:48:32,6.9S,126.2W,,,,,,90000000000.0,0.28,2002-08-14 07:48:32,2002,8,7,-6.9,-126.2
2002-08-11 20:42:53,18.2S,159.4E,,,,,,1510000000000.0,3.3,2002-08-11 20:42:53,2002,8,20,-18.2,159.4
2002-08-10 18:01:51,,,,,,,,25000000000.0,0.08900000000000001,2002-08-10 18:01:51,2002,8,18,0.0,0.0
2002-07-25 15:57:32,28.7S,47.0E,,,,,,230000000000.0,0.63,2002-07-25 15:57:32,2002,7,15,-28.7,47.0
2002-07-22 11:16:02,34.0N,106.1E,,,,,,53000000000.0,0.17,2002-07-22 11:16:02,2002,7,11,34.0,106.1
2002-06-29 16:31:55,,,,,,,,159000000000.0,0.46,2002-06-29 16:31:55,2002,6,16,0.0,0.0
2002-06-15 11:51:18,,,,,,,,29000000000.0,0.1,2002-06-15 11:51:18,2002,6,11,0.0,0.0
2002-06-13 15:29:38,24.9S,111.4E,,,,,,191000000000.0,0.54,2002-06-13 15:29:38,2002,6,15,-24.9,111.4
2002-06-02 04:28:20,34.0N,21.0E,,,,,,4500000000000.0,8.8,2002-06-02 04:28:20,2002,6,4,34.0,21.0
2002-04-03 19:10:21,5.3S,27.1E,,,,,,182000000000.0,0.51,2002-04-03 19:10:21,2002,4,19,-5.3,27.1
2002-04-02 02:36:28,,,,,,,,32000000000.0,0.11,2002-04-02 02:36:28,2002,4,2,0.0,0.0
2002-03-28 21:29:56,,,,,,,,27000000000.0,0.095,2002-03-28 21:29:56,2002,3,21,0.0,0.0
2002-03-19 05:56:10,,,,,,,,83000000000.0,0.26,2002-03-19 05:56:10,2002,3,5,0.0,0.0
2002-03-19 02:56:52,,,,,,,,53000000000.0,0.17,2002-03-19 02:56:52,2002,3,2,0.0,0.0
2002-03-18 14:44:57,60.4S,120.5W,,,,,,20000000000.0,0.073,2002-03-18 14:44:57,2002,3,14,-60.4,-120.5
2002-03-09 01:20:24,6.9N,147.3W,,,,,,249000000000.0,0.68,2002-03-09 01:20:24,2002,3,1,6.9,-147.3
2002-03-03 21:10:55,37.5N,154.0E,,,,,,82000000000.0,0.25,2002-03-03 21:10:55,2002,3,21,37.5,154.0
2002-03-01 03:53:59,29.2N,66.8W,,,,,,38000000000.0,0.13,2002-03-01 03:53:59,2002,3,3,29.2,-66.8
2002-02-09 19:50:26,17.7S,138.7E,,,,,,70000000000.0,0.22,2002-02-09 19:50:26,2002,2,19,-17.7,138.7
2002-02-01 19:07:54,60.7N,116.6E,,,,,,70000000000.0,0.22,2002-02-01 19:07:54,2002,2,19,60.7,116.6
2002-01-20 16:42:04,48.4N,165.0W,,,,,,104000000000.0,0.31,2002-01-20 16:42:04,2002,1,16,48.4,-165.0
2002-01-03 12:19:37,,,,,,,,123000000000.0,0.36,2002-01-03 12:19:37,2002,1,12,0.0,0.0
2001-12-14 17:58:04,,,,,,,,151000000000.0,0.44,2001-12-14 17:58:04,2001,12,17,0.0,0.0
2001-12-12 16:56:13,,,,,,,,98000000000.0,0.3,2001-12-12 16:56:13,2001,12,16,0.0,0.0
2001-11-26 06:51:52,,,,,,,,192000000000.0,0.54,2001-11-26 06:51:52,2001,11,6,0.0,0.0
2001-11-13 10:58:48,,,,,,,,312000000000.0,0.83,2001-11-13 10:58:48,2001,11,10,0.0,0.0
2001-11-11 12:14:02,,,,,,,,130000000000.0,0.38,2001-11-11 12:14:02,2001,11,12,0.0,0.0
2001-10-27 19:20:12,52.7N,3.8E,,,,,,36000000000.0,0.12,2001-10-27 19:20:12,2001,10,19,52.7,3.8
2001-10-14 12:03:11,,,,,,,,89000000000.0,0.27,2001-10-14 12:03:11,2001,10,12,0.0,0.0
2001-10-12 03:11:53,,,,,,,,62000000000.0,0.2,2001-10-12 03:11:53,2001,10,3,0.0,0.0
2001-10-06 06:29:38,,,,,,,,158000000000.0,0.45,2001-10-06 06:29:38,2001,10,6,0.0,0.0
2001-09-25 11:54:06,,,,,,,,42000000000.0,0.14,2001-09-25 11:54:06,2001,9,11,0.0,0.0
2001-08-26 16:08:52,,,,,,,,38000000000.0,0.13,2001-08-26 16:08:52,2001,8,16,0.0,0.0
2001-08-18 13:57:43,,,,,,,,40000000000.0,0.13,2001-08-18 13:57:43,2001,8,13,0.0,0.0
2001-07-26 21:20:19,0.4N,84.8E,,,,,,326000000000.0,0.86,2001-07-26 21:20:19,2001,7,21,0.4,84.8
2001-07-23 22:19:11,41.0N,77.0W,,,,,,1240000000000.0,2.8,2001-07-23 22:19:11,2001,7,22,41.0,-77.0
2001-05-06 04:30:29,,,,,,,,50000000000.0,0.16,2001-05-06 04:30:29,2001,5,4,0.0,0.0
2001-04-27 09:46:18,,,,,,,,130000000000.0,0.38,2001-04-27 09:46:18,2001,4,9,0.0,0.0
2001-04-23 06:12:35,28.0N,133.6W,29.0,,,,,4600000000000.0,9.0,2001-04-23 06:12:35,2001,4,6,28.0,-133.6
2001-04-14 06:40:36,,,,,,,,24000000000.0,0.086,2001-04-14 06:40:36,2001,4,6,0.0,0.0
2001-04-13 00:29:57,15.3S,162.4E,,,,,,251000000000.0,0.68,2001-04-13 00:29:57,2001,4,0,-15.3,162.4
2001-02-09 21:27:55,,,,,,,,108000000000.0,0.32,2001-02-09 21:27:55,2001,2,21,0.0,0.0
2001-02-04 05:53:38,64.0S,97.3E,,,,,,151000000000.0,0.44,2001-02-04 05:53:38,2001,2,5,-64.0,97.3
2001-01-28 16:19:18,66.0N,31.3E,,,,,,108000000000.0,0.32,2001-01-28 16:19:18,2001,1,16,66.0,31.3
2000-12-15 13:22:59,41.3N,95.2E,,,,,,262000000000.0,0.71,2000-12-15 13:22:59,2000,12,13,41.3,95.2
2000-12-15 03:46:27,50.4N,58.9E,,,,,,27000000000.0,0.095,2000-12-15 03:46:27,2000,12,3,50.4,58.9
2000-11-28 12:20:13,,,,,,,,119000000000.0,0.35,2000-11-28 12:20:13,2000,11,12,0.0,0.0
2000-11-13 00:28:01,13.6S,5.8W,,,,,,66000000000.0,0.21,2000-11-13 00:28:01,2000,11,0,-13.6,-5.8
2000-11-06 07:18:57,52.0S,22.2W,,,,,,69000000000.0,0.22,2000-11-06 07:18:57,2000,11,7,-52.0,-22.2
2000-10-11 23:29:55,31.7S,5.5W,,,,,,81000000000.0,0.25,2000-10-11 23:29:55,2000,10,23,-31.7,-5.5
2000-09-24 06:57:19,,,,,,,,27000000000.0,0.095,2000-09-24 06:57:19,2000,9,6,0.0,0.0
2000-09-23 04:00:45,58.5S,142.6E,,,,,,22000000000.0,0.079,2000-09-23 04:00:45,2000,9,4,-58.5,142.6
2000-09-19 22:12:38,3.2S,133.8W,,,,,,89000000000.0,0.27,2000-09-19 22:12:38,2000,9,22,-3.2,-133.8
2000-08-25 01:12:25,14.5N,106.1W,,,,,,1385000000000.0,3.1,2000-08-25 01:12:25,2000,8,1,14.5,-106.1
2000-08-13 03:00:32,36.7N,127.8W,,,,,,65000000000.0,0.21,2000-08-13 03:00:32,2000,8,3,36.7,-127.8
2000-08-01 16:48:27,50.2S,101.9W,,,,,,182000000000.0,0.51,2000-08-01 16:48:27,2000,8,16,-50.2,-101.9
2000-07-31 07:06:34,15.7N,138.5W,,,,,,38000000000.0,0.13,2000-07-31 07:06:34,2000,7,7,15.7,-138.5
2000-07-19 17:40:25,17.7S,94.1E,,,,,,107000000000.0,0.32,2000-07-19 17:40:25,2000,7,17,-17.7,94.1
2000-07-09 01:08:45,,,,,,,,121000000000.0,0.36,2000-07-09 01:08:45,2000,7,1,0.0,0.0
2000-07-07 01:34:20,15.0N,140.7E,,,,,,65000000000.0,0.21,2000-07-07 01:34:20,2000,7,1,15.0,140.7
2000-06-27 10:06:51,34.9N,36.8E,,,,,,27000000000.0,0.095,2000-06-27 10:06:51,2000,6,10,34.9,36.8
2000-06-23 09:03:42,69.2N,44.0W,,,,,,20000000000.0,0.073,2000-06-23 09:03:42,2000,6,9,69.2,-44.0
2000-06-22 20:02:11,32.9N,159.0E,,,,,,30000000000.0,0.1,2000-06-22 20:02:11,2000,6,20,32.9,159.0
2000-06-18 13:40:02,,,,,,,,133000000000.0,0.39,2000-06-18 13:40:02,2000,6,13,0.0,0.0
2000-06-14 16:39:18,28.1N,107.3E,48.0,,,,,145000000000.0,0.42,2000-06-14 16:39:18,2000,6,16,28.1,107.3
2000-06-04 03:17:39,,,,,,,,190000000000.0,0.53,2000-06-04 03:17:39,2000,6,3,0.0,0.0
2000-06-03 03:24:49,36.8N,74.8W,,,,,,30000000000.0,0.1,2000-06-03 03:24:49,2000,6,3,36.8,-74.8
2000-06-02 18:44:16,27.5S,18.9W,,,,,,30000000000.0,0.1,2000-06-02 18:44:16,2000,6,18,-27.5,-18.9
2000-05-29 16:46:28,,,,,,,,60000000000.0,0.19,2000-05-29 16:46:28,2000,5,16,0.0,0.0
2000-05-06 11:51:52,49.9N,18.4E,,,,,,28000000000.0,0.098,2000-05-06 11:51:52,2000,5,11,49.9,18.4
2000-05-03 10:40:09,5.0S,73.0E,,,,,,59000000000.0,0.19,2000-05-03 10:40:09,2000,5,10,-5.0,73.0
2000-04-21 13:42:20,,,,,,,,86000000000.0,0.27,2000-04-21 13:42:20,2000,4,13,0.0,0.0
2000-04-04 13:38:15,,,,,,,,23000000000.0,0.08199999999999999,2000-04-04 13:38:15,2000,4,13,0.0,0.0
2000-03-28 15:27:17,1.0N,98.3E,,,,,,63000000000.0,0.2,2000-03-28 15:27:17,2000,3,15,1.0,98.3
2000-03-19 05:11:50,,,,,,,,49000000000.0,0.16,2000-03-19 05:11:50,2000,3,5,0.0,0.0
2000-03-06 08:29:18,58.0N,175.0E,,,,,,960000000000.0,2.2,2000-03-06 08:29:18,2000,3,8,58.0,175.0
2000-02-18 09:25:59,0.9S,109.2E,,,,,,3620000000000.0,7.3,2000-02-18 09:25:59,2000,2,9,-0.9,109.2
2000-02-17 14:22:07,14.2N,115.9E,,,,,,22000000000.0,0.079,2000-02-17 14:22:07,2000,2,14,14.2,115.9
2000-01-18 16:43:42,60.3N,134.6W,,,,,,1050000000000.0,2.4,2000-01-18 16:43:42,2000,1,16,60.3,-134.6
2000-01-18 08:33:58,24.3N,94.9W,,,,,,35000000000.0,0.12,2000-01-18 08:33:58,2000,1,8,24.3,-94.9
1999-12-16 00:07:22,26.5S,11.3W,,,,,,67000000000.0,0.21,1999-12-16 00:07:22,1999,12,0,-26.5,-11.3
1999-12-11 17:31:52,,,,,,,,273000000000.0,0.74,1999-12-11 17:31:52,1999,12,17,0.0,0.0
1999-12-10 18:56:50,,,,,,,,28000000000.0,0.098,1999-12-10 18:56:50,1999,12,18,0.0,0.0
1999-12-03 17:24:45,,,,,,,,42000000000.0,0.14,1999-12-03 17:24:45,1999,12,17,0.0,0.0
1999-12-01 19:38:15,,,,,,,,23000000000.0,0.08199999999999999,1999-12-01 19:38:15,1999,12,19,0.0,0.0
1999-11-30 02:18:53,,,,,,,,45000000000.0,0.15,1999-11-30 02:18:53,1999,11,2,0.0,0.0
1999-11-15 20:01:28,8.1S,75.4E,,,,,,74000000000.0,0.23,1999-11-15 20:01:28,1999,11,20,-8.1,75.4
1999-11-07 17:53:06,2.3S,77.4W,,,,,,89000000000.0,0.27,1999-11-07 17:53:06,1999,11,17,-2.3,-77.4
1999-10-26 17:19:42,13.7N,70.8W,,,,,,86000000000.0,0.27,1999-10-26 17:19:42,1999,10,17,13.7,-70.8
1999-09-08 23:55:35,22.4N,0.2E,,,,,,28000000000.0,0.098,1999-09-08 23:55:35,1999,9,23,22.4,0.2
1999-09-08 14:41:53,32.5N,104.6E,32.0,,,,,90000000000.0,0.28,1999-09-08 14:41:53,1999,9,14,32.5,104.6
1999-08-16 05:18:20,35.0N,107.2W,,,,,,36000000000.0,0.12,1999-08-16 05:18:20,1999,8,5,35.0,-107.2
1999-08-06 03:22:37,,,,,,,,68000000000.0,0.22,1999-08-06 03:22:37,1999,8,3,0.0,0.0
1999-08-03 18:25:49,64.7S,18.8W,,,,,,356000000000.0,0.93,1999-08-03 18:25:49,1999,8,18,-64.7,-18.8
1999-07-10 08:11:42,37.8S,39.6E,52.0,,,,,326000000000.0,0.86,1999-07-10 08:11:42,1999,7,8,-37.8,39.6
1999-07-07 04:14:41,39.5S,174.4E,,,,,,140000000000.0,0.41,1999-07-07 04:14:41,1999,7,4,-39.5,174.4
1999-06-25 06:27:41,50.0N,121.0E,69.0,,,,,124000000000.0,0.37,1999-06-25 06:27:41,1999,6,6,50.0,121.0
1999-05-23 07:02:10,16.4S,116.3W,,,,,,26000000000.0,0.092,1999-05-23 07:02:10,1999,5,7,-16.4,-116.3
1999-04-26 11:33:06,22.5S,6.5E,,,,,,92000000000.0,0.28,1999-04-26 11:33:06,1999,4,11,-22.5,6.5
1999-04-26 09:49:26,32.8S,159.1E,,,,,,33000000000.0,0.11,1999-04-26 09:49:26,1999,4,9,-32.8,159.1
1999-03-31 23:54:35,17.9S,22.6E,,,,,,234000000000.0,0.64,1999-03-31 23:54:35,1999,3,23,-17.9,22.6
1999-03-28 15:37:01,0.8N,97.6E,,,,,,304000000000.0,0.81,1999-03-28 15:37:01,1999,3,15,0.8,97.6
1999-03-02 22:23:25,18.9N,50.5E,,,,,,59000000000.0,0.19,1999-03-02 22:23:25,1999,3,22,18.9,50.5
1999-02-18 23:15:25,54.9S,64.6W,,,,,,154000000000.0,0.44,1999-02-18 23:15:25,1999,2,23,-54.9,-64.6
1999-02-01 14:24:09,80.0N,154.2E,,,,,,28000000000.0,0.098,1999-02-01 14:24:09,1999,2,14,80.0,154.2
1999-01-19 02:32:21,7.9N,85.8E,,,,,,24000000000.0,0.086,1999-01-19 02:32:21,1999,1,2,7.9,85.8
1999-01-14 08:06:05,44.0S,129.7W,32.0,,,,,5060000000000.0,9.8,1999-01-14 08:06:05,1999,1,8,-44.0,-129.7
1999-01-12 19:24:52,,,,,,,,43000000000.0,0.14,1999-01-12 19:24:52,1999,1,19,0.0,0.0
1999-01-11 05:18:17,,,,,,,,24000000000.0,0.086,1999-01-11 05:18:17,1999,1,5,0.0,0.0
1999-01-02 18:25:51,47.0N,103.0E,65.0,,,,,35000000000.0,0.12,1999-01-02 18:25:51,1999,1,18,47.0,103.0
1998-12-22 09:24:00,,,,,,,,27000000000.0,0.095,1998-12-22 09:24:00,1998,12,9,0.0,0.0
1998-11-23 20:20:14,82.3N,160.1E,,,,,,25000000000.0,0.08900000000000001,1998-11-23 20:20:14,1998,11,20,82.3,160.1
1998-11-11 16:46:18,6.5N,156.4E,,,,,,656000000000.0,1.6,1998-11-11 16:46:18,1998,11,16,6.5,156.4
1998-10-03 12:58:50,,,,,,,,32000000000.0,0.11,1998-10-03 12:58:50,1998,10,12,0.0,0.0
1998-09-04 09:16:11,,,,,,,,128000000000.0,0.38,1998-09-04 09:16:11,1998,9,9,0.0,0.0
1998-09-01 11:15:04,34.6N,23.6E,,,,,,24000000000.0,0.086,1998-09-01 11:15:04,1998,9,11,34.6,23.6
1998-08-30 00:20:12,,,,,,,,41000000000.0,0.14,1998-08-30 00:20:12,1998,8,0,0.0,0.0
1998-08-08 12:55:22,,,,,,,,23000000000.0,0.08199999999999999,1998-08-08 12:55:22,1998,8,12,0.0,0.0
1998-07-28 14:16:53,,,,,,,,63000000000.0,0.2,1998-07-28 14:16:53,1998,7,14,0.0,0.0
1998-03-24 09:08:14,,,,,,,,27000000000.0,0.095,1998-03-24 09:08:14,1998,3,9,0.0,0.0
1998-03-22 22:25:37,1.4N,26.6E,,,,,,140000000000.0,0.41,1998-03-22 22:25:37,1998,3,22,1.4,26.6
1998-01-08 16:10:21,,,,,,,,62000000000.0,0.2,1998-01-08 16:10:21,1998,1,16,0.0,0.0
1998-01-04 23:00:27,35.1S,33.4E,30.0,17.1,6.0,-10.6,12.0,74000000000.0,0.23,1998-01-04 23:00:27,1998,1,23,-35.1,33.4
1997-12-28 03:58:18,23.1S,152.4E,,,,,,31000000000.0,0.11,1997-12-28 03:58:18,1997,12,3,-23.1,152.4
1997-12-09 08:15:55,62.7N,49.9W,,,,,,270000000000.0,0.73,1997-12-09 08:15:55,1997,12,8,62.7,-49.9
1997-11-07 07:46:55,57.3S,167.2E,,,,,,800000000000.0,1.9,1997-11-07 07:46:55,1997,11,7,-57.3,167.2
1997-10-09 18:47:15,31.8N,106.0W,37.0,,,,,190000000000.0,0.53,1997-10-09 18:47:15,1997,10,18,31.8,-106.0
1997-10-01 14:26:43,46.7N,108.9E,,,,,,62000000000.0,0.2,1997-10-01 14:26:43,1997,10,14,46.7,108.9
1997-09-30 12:31:18,38.1S,63.9E,,,,,,23000000000.0,0.08199999999999999,1997-09-30 12:31:18,1997,9,12,-38.1,63.9
1997-09-05 11:41:54,31.1S,56.4E,,,,,,190000000000.0,0.53,1997-09-05 11:41:54,1997,9,11,-31.1,56.4
1997-08-20 17:16:43,,,,,,,,26000000000.0,0.092,1997-08-20 17:16:43,1997,8,17,0.0,0.0
1997-08-15 01:05:22,,,,,,,,22000000000.0,0.079,1997-08-15 01:05:22,1997,8,1,0.0,0.0
1997-07-30 03:01:51,,,,,,,,50000000000.0,0.16,1997-07-30 03:01:51,1997,7,3,0.0,0.0
1997-07-04 12:22:33,15.8S,175.8W,,,,,,27000000000.0,0.095,1997-07-04 12:22:33,1997,7,12,-15.8,-175.8
1997-05-22 08:30:15,,,,,,,,45000000000.0,0.15,1997-05-22 08:30:15,1997,5,8,0.0,0.0
1997-04-27 22:34:21,16.7N,87.5E,,,,,,325000000000.0,0.86,1997-04-27 22:34:21,1997,4,22,16.7,87.5
1997-02-19 04:31:35,16.3S,87.7W,,,,,,140000000000.0,0.41,1997-02-19 04:31:35,1997,2,4,-16.3,-87.7
1997-02-15 15:23:35,35.5N,115.6E,,,,,,150000000000.0,0.43,1997-02-15 15:23:35,1997,2,15,35.5,115.6
1997-02-06 18:28:34,,,,,,,,26000000000.0,0.092,1997-02-06 18:28:34,1997,2,18,0.0,0.0
1997-01-28 17:49:49,,,,,,,,24000000000.0,0.086,1997-01-28 17:49:49,1997,1,17,0.0,0.0
1997-01-23 10:03:27,15.0S,94.2E,,,,,,270000000000.0,0.73,1997-01-23 10:03:27,1997,1,10,-15.0,94.2
1997-01-22 21:13:16,32.2N,29.0E,,,,,,480000000000.0,1.2,1997-01-22 21:13:16,1997,1,21,32.2,29.0
1997-01-04 06:46:39,25.7N,5.3W,,,,,,43000000000.0,0.14,1997-01-04 06:46:39,1997,1,6,25.7,-5.3
1997-01-03 15:08:07,,,,,,,,350000000000.0,0.92,1997-01-03 15:08:07,1997,1,15,0.0,0.0
1996-12-17 04:16:18,34.1N,37.2W,,,,,,41000000000.0,0.14,1996-12-17 04:16:18,1996,12,4,34.1,-37.2
1996-12-10 06:09:32,,,,,,,,250000000000.0,0.68,1996-12-10 06:09:32,1996,12,6,0.0,0.0
1996-12-04 17:00:34,,,,,,,,49000000000.0,0.16,1996-12-04 17:00:34,1996,12,17,0.0,0.0
1996-12-01 13:19:35,,,,,,,,62000000000.0,0.2,1996-12-01 13:19:35,1996,12,13,0.0,0.0
1996-11-22 10:06:17,,,,,,,,68000000000.0,0.22,1996-11-22 10:06:17,1996,11,10,0.0,0.0
1996-11-08 16:02:13,,,,,,,,61000000000.0,0.2,1996-11-08 16:02:13,1996,11,16,0.0,0.0
1996-10-30 12:48:19,2.1S,123.1W,,,,,,21000000000.0,0.076,1996-10-30 12:48:19,1996,10,12,-2.1,-123.1
1996-10-28 04:46:21,27.4N,79.4W,,,,,,43000000000.0,0.14,1996-10-28 04:46:21,1996,10,4,27.4,-79.4
1996-10-23 08:28:06,47.3S,20.6E,,,,,,44000000000.0,0.15,1996-10-23 08:28:06,1996,10,8,-47.3,20.6
1996-10-19 19:01:08,29.7N,34.7W,,,,,,130000000000.0,0.38,1996-10-19 19:01:08,1996,10,19,29.7,-34.7
1996-10-07 17:43:44,,,,,,,,45000000000.0,0.15,1996-10-07 17:43:44,1996,10,17,0.0,0.0
1996-10-05 19:21:02,49.6S,145.9E,,,,,,250000000000.0,0.68,1996-10-05 19:21:02,1996,10,19,-49.6,145.9
1996-08-17 15:46:08,,,,,,,,34000000000.0,0.12,1996-08-17 15:46:08,1996,8,15,0.0,0.0
1996-08-15 16:07:51,,,,,,,,84000000000.0,0.26,1996-08-15 16:07:51,1996,8,16,0.0,0.0
1996-08-09 18:14:56,,,,,,,,30000000000.0,0.1,1996-08-09 18:14:56,1996,8,18,0.0,0.0
1996-08-07 03:16:03,,,,,,,,150000000000.0,0.43,1996-08-07 03:16:03,1996,8,3,0.0,0.0
1996-08-06 04:50:32,,,,,,,,130000000000.0,0.38,1996-08-06 04:50:32,1996,8,4,0.0,0.0
1996-08-05 19:27:52,,,,,,,,220000000000.0,0.61,1996-08-05 19:27:52,1996,8,19,0.0,0.0
1996-08-05 15:19:30,,,,,,,,80000000000.0,0.25,1996-08-05 15:19:30,1996,8,15,0.0,0.0
1996-07-17 03:16:07,31.8N,111.4E,,,,,,50000000000.0,0.16,1996-07-17 03:16:07,1996,7,3,31.8,111.4
1996-07-12 14:04:45,20.7N,93.6W,,,,,,32000000000.0,0.11,1996-07-12 14:04:45,1996,7,14,20.7,-93.6
1996-06-25 11:22:40,,,,,,,,21000000000.0,0.076,1996-06-25 11:22:40,1996,6,11,0.0,0.0
1996-05-08 01:02:05,,,,,,,,28000000000.0,0.098,1996-05-08 01:02:05,1996,5,1,0.0,0.0
1996-05-01 13:19:25,,,,,,,,35000000000.0,0.12,1996-05-01 13:19:25,1996,5,13,0.0,0.0
1996-03-31 00:53:57,,,,,,,,27000000000.0,0.095,1996-03-31 00:53:57,1996,3,0,0.0,0.0
1996-03-30 04:03:32,31.1S,84.3W,,,,,,120000000000.0,0.36,1996-03-30 04:03:32,1996,3,4,-31.1,-84.3
1996-03-29 20:30:54,21.5N,158.1W,,,,,,128000000000.0,0.38,1996-03-29 20:30:54,1996,3,20,21.5,-158.1
1996-03-25 17:00:41,,,,,,,,44000000000.0,0.15,1996-03-25 17:00:41,1996,3,17,0.0,0.0
1996-03-13 08:31:01,,,,,,,,230000000000.0,0.63,1996-03-13 08:31:01,1996,3,8,0.0,0.0
1996-02-16 07:03:14,,,,,,,,55000000000.0,0.18,1996-02-16 07:03:14,1996,2,7,0.0,0.0
1996-02-15 02:38:05,76.0N,127.0W,,,,,,50000000000.0,0.16,1996-02-15 02:38:05,1996,2,2,76.0,-127.0
1996-01-18 17:10:49,,,,,,,,120000000000.0,0.36,1996-01-18 17:10:49,1996,1,17,0.0,0.0
1996-01-15 13:44:23,59.8S,175.8E,,,,,,260000000000.0,0.71,1996-01-15 13:44:23,1996,1,13,-59.8,175.8
1995-12-27 12:55:01,,,,,,,,22000000000.0,0.079,1995-12-27 12:55:01,1995,12,12,0.0,0.0
1995-12-22 13:26:29,70.2S,73.3W,,,,,,450000000000.0,1.1,1995-12-22 13:26:29,1995,12,13,-70.2,-73.3
1995-12-09 19:54:26,2.9S,79.0W,,,,,,120000000000.0,0.36,1995-12-09 19:54:26,1995,12,19,-2.9,-79.0
1995-11-25 05:29:31,,,,,,,,29000000000.0,0.1,1995-11-25 05:29:31,1995,11,5,0.0,0.0
1995-11-13 03:10:47,,,,,,,,21000000000.0,0.076,1995-11-13 03:10:47,1995,11,3,0.0,0.0
